step,download_date,platform,age_range,user_count,ride_count
App Download,2021-05-18,android,,5,
App Download,2021-05-19,android,,3,
App Download,2021-05-20,android,,4,
App Download,2021-05-21,android,,3,
App Download,2021-05-22,android,,6,
App Download,2021-05-23,android,,4,
App Download,2021-05-24,android,,6,
App Download,2021-05-25,android,,4,
App Download,2021-05-26,android,,5,
App Download,2021-05-27,android,,5,
App Download,2021-05-28,android,,6,
App Download,2021-05-29,android,,6,
App Download,2021-05-30,android,,5,
App Download,2021-05-31,android,,8,
App Download,2021-06-01,android,,2,
App Download,2021-06-02,android,,2,
App Download,2021-06-03,android,,8,
App Download,2021-06-04,android,,4,
App Download,2021-06-05,android,,2,
App Download,2021-06-06,android,,1,
App Download,2021-06-07,android,,3,
App Download,2021-06-08,android,,6,
App Download,2021-06-09,android,,7,
App Download,2021-06-10,android,,5,
App Download,2021-06-11,android,,2,
App Download,2021-06-12,android,,7,
App Download,2021-06-13,android,,2,
App Download,2021-06-14,android,,3,
App Download,2021-06-15,android,,7,
App Download,2021-06-16,android,,4,
App Download,2021-06-17,android,,4,
App Download,2021-06-18,android,,6,
App Download,2021-06-19,android,,4,
App Download,2021-06-20,android,,6,
App Download,2021-06-21,android,,8,
App Download,2021-06-22,android,,7,
App Download,2021-06-23,android,,3,
App Download,2021-06-24,android,,5,
App Download,2021-06-25,android,,5,
App Download,2021-06-26,android,,4,
App Download,2021-06-27,android,,6,
App Download,2021-06-29,android,,3,
App Download,2021-06-30,android,,8,
App Download,2021-07-01,android,,3,
App Download,2021-07-02,android,,7,
App Download,2021-07-03,android,,2,
App Download,2021-07-04,android,,1,
App Download,2021-07-05,android,,5,
App Download,2021-07-06,android,,8,
App Download,2021-07-07,android,,4,
App Download,2021-07-08,android,,3,
App Download,2021-07-09,android,,2,
App Download,2021-07-10,android,,7,
App Download,2021-07-11,android,,6,
App Download,2021-07-12,android,,10,
App Download,2021-07-13,android,,4,
App Download,2021-07-14,android,,5,
App Download,2021-07-15,android,,4,
App Download,2021-07-16,android,,6,
App Download,2021-07-17,android,,1,
App Download,2021-07-18,android,,7,
App Download,2021-07-19,android,,5,
App Download,2021-07-20,android,,3,
App Download,2021-07-21,android,,3,
App Download,2021-07-22,android,,4,
App Download,2021-07-23,android,,6,
App Download,2021-07-24,android,,5,
App Download,2021-07-25,android,,8,
App Download,2021-07-26,android,,6,
App Download,2021-07-27,android,,3,
App Download,2021-07-28,android,,4,
App Download,2021-07-29,android,,6,
App Download,2021-07-30,android,,6,
App Download,2021-07-31,android,,7,
App Download,2021-08-01,android,,1,
App Download,2021-08-02,android,,4,
App Download,2021-08-03,android,,8,
App Download,2021-08-04,android,,4,
App Download,2021-08-05,android,,5,
App Download,2021-08-06,android,,5,
App Download,2021-08-07,android,,3,
App Download,2021-08-08,android,,8,
App Download,2021-08-09,android,,3,
App Download,2021-08-10,android,,3,
App Download,2021-08-11,android,,2,
App Download,2021-08-12,android,,6,
App Download,2021-08-13,android,,5,
App Download,2021-08-14,android,,4,
App Download,2021-08-15,android,,3,
App Download,2021-08-16,android,,6,
App Download,2021-08-17,android,,4,
App Download,2021-08-18,android,,5,
App Download,2021-08-19,android,,7,
App Download,2021-08-20,android,,6,
App Download,2021-08-21,android,,9,
App Download,2021-08-22,android,,2,
App Download,2021-08-23,android,,4,
App Download,2021-08-24,android,,7,
App Download,2021-08-25,android,,5,
App Download,2021-08-26,android,,7,
App Download,2021-08-27,android,,4,
App Download,2021-08-28,android,,3,
App Download,2021-08-29,android,,5,
App Download,2021-08-30,android,,5,
App Download,2021-08-31,android,,8,
App Download,2021-09-01,android,,8,
App Download,2021-09-02,android,,4,
App Download,2021-09-03,android,,5,
App Download,2021-09-04,android,,5,
App Download,2021-09-05,android,,5,
App Download,2021-09-06,android,,3,
App Download,2021-09-07,android,,1,
App Download,2021-09-08,android,,4,
App Download,2021-09-09,android,,1,
App Download,2021-09-10,android,,5,
App Download,2021-09-11,android,,3,
App Download,2021-09-12,android,,3,
App Download,2021-09-13,android,,3,
App Download,2021-09-14,android,,4,
App Download,2021-09-15,android,,2,
App Download,2021-09-16,android,,4,
App Download,2021-09-17,android,,3,
App Download,2021-09-18,android,,7,
App Download,2021-09-19,android,,5,
App Download,2021-09-20,android,,4,
App Download,2021-09-21,android,,3,
App Download,2021-09-22,android,,4,
App Download,2021-09-23,android,,5,
App Download,2021-09-24,android,,9,
App Download,2021-09-25,android,,6,
App Download,2021-09-26,android,,4,
App Download,2021-09-27,android,,3,
App Download,2021-09-28,android,,3,
App Download,2021-09-29,android,,6,
App Download,2021-09-30,android,,4,
App Download,2021-10-01,android,,6,
App Download,2021-10-02,android,,2,
App Download,2021-10-03,android,,6,
App Download,2021-10-04,android,,4,
App Download,2021-10-05,android,,4,
App Download,2021-10-06,android,,3,
App Download,2021-10-07,android,,4,
App Download,2021-10-08,android,,1,
App Download,2021-10-09,android,,10,
App Download,2021-10-10,android,,4,
App Download,2021-10-11,android,,5,
App Download,2021-10-12,android,,3,
App Download,2021-10-13,android,,4,
App Download,2021-10-14,android,,1,
App Download,2021-10-15,android,,3,
App Download,2021-10-16,android,,10,
App Download,2021-10-17,android,,2,
App Download,2021-10-18,android,,4,
App Download,2021-10-20,android,,6,
App Download,2021-10-21,android,,5,
App Download,2021-10-22,android,,6,
App Download,2021-10-23,android,,2,
App Download,2021-10-24,android,,2,
App Download,2021-10-25,android,,8,
App Download,2021-10-26,android,,5,
App Download,2021-10-28,android,,8,
App Download,2021-10-29,android,,6,
App Download,2021-10-30,android,,4,
App Download,2021-10-31,android,,12,
App Download,2021-11-01,android,,5,
App Download,2021-11-02,android,,8,
App Download,2021-11-03,android,,3,
App Download,2021-11-04,android,,3,
App Download,2021-11-05,android,,1,
App Download,2021-11-06,android,,5,
App Download,2021-11-07,android,,6,
App Download,2021-11-08,android,,4,
App Download,2021-11-09,android,,6,
App Download,2021-11-10,android,,5,
App Download,2021-11-11,android,,8,
App Download,2021-11-12,android,,5,
App Download,2021-11-13,android,,4,
App Download,2021-11-14,android,,3,
App Download,2021-11-15,android,,5,
App Download,2021-11-16,android,,6,
App Download,2021-11-17,android,,3,
App Download,2021-11-18,android,,1,
App Download,2021-11-19,android,,3,
App Download,2021-11-20,android,,5,
App Download,2021-11-21,android,,6,
App Download,2021-11-22,android,,8,
App Download,2021-11-23,android,,4,
App Download,2021-11-24,android,,1,
App Download,2021-11-25,android,,5,
App Download,2021-11-26,android,,7,
App Download,2021-11-27,android,,3,
App Download,2021-11-28,android,,7,
App Download,2021-11-29,android,,4,
App Download,2021-11-30,android,,6,
App Download,2021-12-01,android,,3,
App Download,2021-12-02,android,,4,
App Download,2021-12-03,android,,5,
App Download,2021-12-04,android,,8,
App Download,2021-12-05,android,,6,
App Download,2021-12-06,android,,5,
App Download,2021-12-07,android,,2,
App Download,2021-12-08,android,,8,
App Download,2021-12-09,android,,2,
App Download,2021-12-10,android,,5,
App Download,2021-12-11,android,,3,
App Download,2021-12-12,android,,8,
App Download,2021-12-13,android,,7,
App Download,2021-12-14,android,,3,
App Download,2021-12-15,android,,4,
App Download,2021-12-16,android,,5,
App Download,2021-12-17,android,,6,
App Download,2021-12-18,android,,5,
App Download,2021-12-19,android,,4,
App Download,2021-12-20,android,,6,
App Download,2021-12-21,android,,3,
App Download,2021-12-22,android,,8,
App Download,2021-12-23,android,,7,
App Download,2021-12-24,android,,8,
App Download,2021-12-25,android,,7,
App Download,2021-12-26,android,,4,
App Download,2021-12-27,android,,8,
App Download,2021-12-28,android,,8,
App Download,2021-12-29,android,,8,
App Download,2021-12-30,android,,13,
App Download,2021-12-31,android,,2,
App Download,2021-01-02,android,18-24,2,
App Download,2021-01-04,android,18-24,3,
App Download,2021-01-05,android,18-24,1,
App Download,2021-01-06,android,18-24,1,
App Download,2021-01-07,android,18-24,1,
App Download,2021-01-08,android,18-24,3,
App Download,2021-01-09,android,18-24,3,
App Download,2021-01-10,android,18-24,2,
App Download,2021-01-11,android,18-24,1,
App Download,2021-01-12,android,18-24,4,
App Download,2021-01-14,android,18-24,2,
App Download,2021-01-15,android,18-24,3,
App Download,2021-01-16,android,18-24,4,
App Download,2021-01-17,android,18-24,1,
App Download,2021-01-18,android,18-24,3,
App Download,2021-01-19,android,18-24,3,
App Download,2021-01-20,android,18-24,4,
App Download,2021-01-21,android,18-24,2,
App Download,2021-01-22,android,18-24,1,
App Download,2021-01-23,android,18-24,2,
App Download,2021-01-26,android,18-24,2,
App Download,2021-01-28,android,18-24,2,
App Download,2021-01-29,android,18-24,3,
App Download,2021-01-30,android,18-24,2,
App Download,2021-01-31,android,18-24,4,
App Download,2021-02-01,android,18-24,1,
App Download,2021-02-03,android,18-24,2,
App Download,2021-02-04,android,18-24,1,
App Download,2021-02-05,android,18-24,1,
App Download,2021-02-06,android,18-24,1,
App Download,2021-02-07,android,18-24,4,
App Download,2021-02-09,android,18-24,1,
App Download,2021-02-10,android,18-24,2,
App Download,2021-02-12,android,18-24,1,
App Download,2021-02-13,android,18-24,3,
App Download,2021-02-14,android,18-24,2,
App Download,2021-02-15,android,18-24,2,
App Download,2021-02-17,android,18-24,2,
App Download,2021-02-18,android,18-24,2,
App Download,2021-02-19,android,18-24,2,
App Download,2021-02-20,android,18-24,3,
App Download,2021-02-21,android,18-24,4,
App Download,2021-02-22,android,18-24,1,
App Download,2021-02-24,android,18-24,1,
App Download,2021-02-25,android,18-24,2,
App Download,2021-02-26,android,18-24,2,
App Download,2021-02-27,android,18-24,3,
App Download,2021-02-28,android,18-24,1,
App Download,2021-03-01,android,18-24,1,
App Download,2021-03-02,android,18-24,2,
App Download,2021-03-06,android,18-24,2,
App Download,2021-03-07,android,18-24,1,
App Download,2021-03-09,android,18-24,3,
App Download,2021-03-11,android,18-24,3,
App Download,2021-03-12,android,18-24,1,
App Download,2021-03-16,android,18-24,1,
App Download,2021-03-17,android,18-24,4,
App Download,2021-03-18,android,18-24,2,
App Download,2021-03-19,android,18-24,1,
App Download,2021-03-20,android,18-24,2,
App Download,2021-03-21,android,18-24,1,
App Download,2021-03-22,android,18-24,3,
App Download,2021-03-24,android,18-24,1,
App Download,2021-03-25,android,18-24,2,
App Download,2021-03-26,android,18-24,5,
App Download,2021-03-30,android,18-24,2,
App Download,2021-03-31,android,18-24,2,
App Download,2021-04-03,android,18-24,1,
App Download,2021-04-04,android,18-24,1,
App Download,2021-04-07,android,18-24,3,
App Download,2021-04-09,android,18-24,2,
App Download,2021-04-10,android,18-24,2,
App Download,2021-04-11,android,18-24,1,
App Download,2021-04-12,android,18-24,1,
App Download,2021-04-13,android,18-24,2,
App Download,2021-04-14,android,18-24,1,
App Download,2021-04-15,android,18-24,3,
App Download,2021-04-16,android,18-24,5,
App Download,2021-04-17,android,18-24,2,
App Download,2021-04-18,android,18-24,1,
App Download,2021-04-20,android,18-24,1,
App Download,2021-04-22,android,18-24,3,
App Download,2021-04-23,android,18-24,1,
App Download,2021-04-24,android,18-24,1,
App Download,2021-04-25,android,18-24,1,
App Download,2021-04-26,android,18-24,3,
App Download,2021-04-27,android,18-24,2,
App Download,2021-04-28,android,18-24,1,
App Download,2021-05-01,android,18-24,1,
App Download,2021-05-02,android,18-24,4,
App Download,2021-05-04,android,18-24,3,
App Download,2021-05-07,android,18-24,3,
App Download,2021-05-08,android,18-24,2,
App Download,2021-05-09,android,18-24,2,
App Download,2021-05-13,android,18-24,1,
App Download,2021-05-14,android,18-24,2,
App Download,2021-05-15,android,18-24,2,
App Download,2021-05-16,android,18-24,2,
App Download,2021-05-18,android,18-24,2,
App Download,2021-05-19,android,18-24,1,
App Download,2021-05-20,android,18-24,1,
App Download,2021-05-21,android,18-24,1,
App Download,2021-05-23,android,18-24,2,
App Download,2021-05-24,android,18-24,1,
App Download,2021-05-28,android,18-24,2,
App Download,2021-05-29,android,18-24,1,
App Download,2021-05-30,android,18-24,2,
App Download,2021-05-31,android,18-24,1,
App Download,2021-06-03,android,18-24,3,
App Download,2021-06-04,android,18-24,1,
App Download,2021-06-05,android,18-24,3,
App Download,2021-06-06,android,18-24,1,
App Download,2021-06-07,android,18-24,4,
App Download,2021-06-08,android,18-24,2,
App Download,2021-06-09,android,18-24,1,
App Download,2021-06-10,android,18-24,2,
App Download,2021-06-12,android,18-24,1,
App Download,2021-06-13,android,18-24,2,
App Download,2021-06-15,android,18-24,2,
App Download,2021-06-16,android,18-24,2,
App Download,2021-06-17,android,18-24,4,
App Download,2021-06-18,android,18-24,3,
App Download,2021-06-19,android,18-24,1,
App Download,2021-06-20,android,18-24,1,
App Download,2021-06-21,android,18-24,3,
App Download,2021-06-22,android,18-24,5,
App Download,2021-06-24,android,18-24,1,
App Download,2021-06-25,android,18-24,2,
App Download,2021-06-26,android,18-24,1,
App Download,2021-06-27,android,18-24,2,
App Download,2021-06-28,android,18-24,2,
App Download,2021-06-29,android,18-24,2,
App Download,2021-06-30,android,18-24,1,
App Download,2021-07-01,android,18-24,2,
App Download,2021-07-02,android,18-24,2,
App Download,2021-07-03,android,18-24,1,
App Download,2021-07-04,android,18-24,1,
App Download,2021-07-07,android,18-24,3,
App Download,2021-07-08,android,18-24,1,
App Download,2021-07-09,android,18-24,1,
App Download,2021-07-10,android,18-24,2,
App Download,2021-07-12,android,18-24,3,
App Download,2021-07-13,android,18-24,2,
App Download,2021-07-14,android,18-24,2,
App Download,2021-07-15,android,18-24,2,
App Download,2021-07-16,android,18-24,2,
App Download,2021-07-17,android,18-24,4,
App Download,2021-07-18,android,18-24,2,
App Download,2021-07-19,android,18-24,2,
App Download,2021-07-20,android,18-24,3,
App Download,2021-07-22,android,18-24,2,
App Download,2021-07-24,android,18-24,2,
App Download,2021-07-25,android,18-24,2,
App Download,2021-07-26,android,18-24,2,
App Download,2021-07-27,android,18-24,2,
App Download,2021-07-28,android,18-24,2,
App Download,2021-07-30,android,18-24,1,
App Download,2021-07-31,android,18-24,2,
App Download,2021-08-01,android,18-24,1,
App Download,2021-08-02,android,18-24,1,
App Download,2021-08-03,android,18-24,2,
App Download,2021-08-09,android,18-24,4,
App Download,2021-08-12,android,18-24,1,
App Download,2021-08-13,android,18-24,2,
App Download,2021-08-15,android,18-24,2,
App Download,2021-08-16,android,18-24,1,
App Download,2021-08-17,android,18-24,1,
App Download,2021-08-18,android,18-24,1,
App Download,2021-08-19,android,18-24,3,
App Download,2021-08-21,android,18-24,1,
App Download,2021-08-22,android,18-24,2,
App Download,2021-08-23,android,18-24,2,
App Download,2021-08-25,android,18-24,1,
App Download,2021-08-26,android,18-24,1,
App Download,2021-08-27,android,18-24,1,
App Download,2021-08-29,android,18-24,3,
App Download,2021-08-30,android,18-24,1,
App Download,2021-09-01,android,18-24,2,
App Download,2021-09-02,android,18-24,5,
App Download,2021-09-04,android,18-24,2,
App Download,2021-09-05,android,18-24,1,
App Download,2021-09-06,android,18-24,1,
App Download,2021-09-07,android,18-24,3,
App Download,2021-09-09,android,18-24,2,
App Download,2021-09-10,android,18-24,1,
App Download,2021-09-12,android,18-24,2,
App Download,2021-09-13,android,18-24,1,
App Download,2021-09-15,android,18-24,2,
App Download,2021-09-17,android,18-24,1,
App Download,2021-09-18,android,18-24,1,
App Download,2021-09-19,android,18-24,2,
App Download,2021-09-20,android,18-24,1,
App Download,2021-09-21,android,18-24,3,
App Download,2021-09-22,android,18-24,4,
App Download,2021-09-23,android,18-24,2,
App Download,2021-09-24,android,18-24,1,
App Download,2021-09-25,android,18-24,2,
App Download,2021-09-26,android,18-24,3,
App Download,2021-09-28,android,18-24,3,
App Download,2021-09-29,android,18-24,3,
App Download,2021-10-02,android,18-24,2,
App Download,2021-10-03,android,18-24,3,
App Download,2021-10-04,android,18-24,1,
App Download,2021-10-05,android,18-24,1,
App Download,2021-10-06,android,18-24,1,
App Download,2021-10-07,android,18-24,1,
App Download,2021-10-08,android,18-24,2,
App Download,2021-10-09,android,18-24,2,
App Download,2021-10-10,android,18-24,3,
App Download,2021-10-11,android,18-24,1,
App Download,2021-10-13,android,18-24,2,
App Download,2021-10-14,android,18-24,1,
App Download,2021-10-15,android,18-24,1,
App Download,2021-10-18,android,18-24,1,
App Download,2021-10-19,android,18-24,1,
App Download,2021-10-20,android,18-24,3,
App Download,2021-10-21,android,18-24,2,
App Download,2021-10-22,android,18-24,5,
App Download,2021-10-23,android,18-24,2,
App Download,2021-10-24,android,18-24,4,
App Download,2021-10-25,android,18-24,1,
App Download,2021-10-26,android,18-24,2,
App Download,2021-10-27,android,18-24,4,
App Download,2021-10-28,android,18-24,2,
App Download,2021-10-30,android,18-24,2,
App Download,2021-10-31,android,18-24,2,
App Download,2021-11-01,android,18-24,3,
App Download,2021-11-02,android,18-24,3,
App Download,2021-11-04,android,18-24,1,
App Download,2021-11-05,android,18-24,1,
App Download,2021-11-08,android,18-24,1,
App Download,2021-11-10,android,18-24,1,
App Download,2021-11-11,android,18-24,3,
App Download,2021-11-13,android,18-24,4,
App Download,2021-11-14,android,18-24,4,
App Download,2021-11-15,android,18-24,3,
App Download,2021-11-16,android,18-24,1,
App Download,2021-11-17,android,18-24,3,
App Download,2021-11-18,android,18-24,2,
App Download,2021-11-19,android,18-24,1,
App Download,2021-11-21,android,18-24,2,
App Download,2021-11-22,android,18-24,2,
App Download,2021-11-23,android,18-24,2,
App Download,2021-11-24,android,18-24,7,
App Download,2021-11-25,android,18-24,1,
App Download,2021-11-27,android,18-24,2,
App Download,2021-11-28,android,18-24,1,
App Download,2021-11-29,android,18-24,1,
App Download,2021-11-30,android,18-24,2,
App Download,2021-12-01,android,18-24,2,
App Download,2021-12-02,android,18-24,1,
App Download,2021-12-03,android,18-24,2,
App Download,2021-12-04,android,18-24,1,
App Download,2021-12-05,android,18-24,1,
App Download,2021-12-07,android,18-24,2,
App Download,2021-12-08,android,18-24,3,
App Download,2021-12-09,android,18-24,2,
App Download,2021-12-11,android,18-24,1,
App Download,2021-12-12,android,18-24,1,
App Download,2021-12-13,android,18-24,2,
App Download,2021-12-15,android,18-24,1,
App Download,2021-12-16,android,18-24,1,
App Download,2021-12-17,android,18-24,4,
App Download,2021-12-18,android,18-24,1,
App Download,2021-12-20,android,18-24,2,
App Download,2021-12-21,android,18-24,3,
App Download,2021-12-22,android,18-24,1,
App Download,2021-12-23,android,18-24,1,
App Download,2021-12-25,android,18-24,1,
App Download,2021-12-26,android,18-24,5,
App Download,2021-12-27,android,18-24,2,
App Download,2021-12-28,android,18-24,1,
App Download,2021-12-30,android,18-24,4,
App Download,2021-12-31,android,18-24,2,
App Download,2021-01-01,android,25-34,4,
App Download,2021-01-02,android,25-34,1,
App Download,2021-01-03,android,25-34,1,
App Download,2021-01-04,android,25-34,2,
App Download,2021-01-05,android,25-34,1,
App Download,2021-01-06,android,25-34,3,
App Download,2021-01-07,android,25-34,2,
App Download,2021-01-08,android,25-34,4,
App Download,2021-01-09,android,25-34,1,
App Download,2021-01-10,android,25-34,4,
App Download,2021-01-11,android,25-34,1,
App Download,2021-01-12,android,25-34,3,
App Download,2021-01-13,android,25-34,3,
App Download,2021-01-14,android,25-34,2,
App Download,2021-01-15,android,25-34,2,
App Download,2021-01-16,android,25-34,2,
App Download,2021-01-17,android,25-34,4,
App Download,2021-01-18,android,25-34,2,
App Download,2021-01-19,android,25-34,2,
App Download,2021-01-21,android,25-34,3,
App Download,2021-01-22,android,25-34,3,
App Download,2021-01-23,android,25-34,1,
App Download,2021-01-24,android,25-34,4,
App Download,2021-01-25,android,25-34,4,
App Download,2021-01-26,android,25-34,1,
App Download,2021-01-27,android,25-34,4,
App Download,2021-01-29,android,25-34,7,
App Download,2021-01-30,android,25-34,2,
App Download,2021-01-31,android,25-34,2,
App Download,2021-02-01,android,25-34,2,
App Download,2021-02-02,android,25-34,4,
App Download,2021-02-03,android,25-34,3,
App Download,2021-02-05,android,25-34,3,
App Download,2021-02-06,android,25-34,2,
App Download,2021-02-07,android,25-34,3,
App Download,2021-02-08,android,25-34,1,
App Download,2021-02-09,android,25-34,3,
App Download,2021-02-10,android,25-34,1,
App Download,2021-02-11,android,25-34,3,
App Download,2021-02-12,android,25-34,2,
App Download,2021-02-13,android,25-34,8,
App Download,2021-02-14,android,25-34,3,
App Download,2021-02-15,android,25-34,2,
App Download,2021-02-16,android,25-34,3,
App Download,2021-02-17,android,25-34,6,
App Download,2021-02-18,android,25-34,6,
App Download,2021-02-19,android,25-34,6,
App Download,2021-02-20,android,25-34,4,
App Download,2021-02-21,android,25-34,5,
App Download,2021-02-22,android,25-34,1,
App Download,2021-02-23,android,25-34,2,
App Download,2021-02-24,android,25-34,1,
App Download,2021-02-25,android,25-34,4,
App Download,2021-02-26,android,25-34,1,
App Download,2021-02-27,android,25-34,1,
App Download,2021-02-28,android,25-34,4,
App Download,2021-03-01,android,25-34,3,
App Download,2021-03-02,android,25-34,5,
App Download,2021-03-03,android,25-34,3,
App Download,2021-03-05,android,25-34,1,
App Download,2021-03-06,android,25-34,2,
App Download,2021-03-07,android,25-34,3,
App Download,2021-03-08,android,25-34,3,
App Download,2021-03-09,android,25-34,1,
App Download,2021-03-11,android,25-34,1,
App Download,2021-03-13,android,25-34,4,
App Download,2021-03-14,android,25-34,2,
App Download,2021-03-15,android,25-34,3,
App Download,2021-03-16,android,25-34,7,
App Download,2021-03-18,android,25-34,3,
App Download,2021-03-19,android,25-34,5,
App Download,2021-03-20,android,25-34,2,
App Download,2021-03-21,android,25-34,5,
App Download,2021-03-22,android,25-34,3,
App Download,2021-03-23,android,25-34,4,
App Download,2021-03-24,android,25-34,3,
App Download,2021-03-25,android,25-34,2,
App Download,2021-03-26,android,25-34,5,
App Download,2021-03-27,android,25-34,2,
App Download,2021-03-29,android,25-34,4,
App Download,2021-03-30,android,25-34,3,
App Download,2021-03-31,android,25-34,2,
App Download,2021-04-01,android,25-34,2,
App Download,2021-04-02,android,25-34,3,
App Download,2021-04-03,android,25-34,3,
App Download,2021-04-04,android,25-34,3,
App Download,2021-04-05,android,25-34,1,
App Download,2021-04-06,android,25-34,4,
App Download,2021-04-07,android,25-34,1,
App Download,2021-04-08,android,25-34,2,
App Download,2021-04-09,android,25-34,2,
App Download,2021-04-10,android,25-34,2,
App Download,2021-04-11,android,25-34,2,
App Download,2021-04-12,android,25-34,1,
App Download,2021-04-13,android,25-34,2,
App Download,2021-04-14,android,25-34,4,
App Download,2021-04-15,android,25-34,2,
App Download,2021-04-16,android,25-34,4,
App Download,2021-04-17,android,25-34,9,
App Download,2021-04-18,android,25-34,2,
App Download,2021-04-19,android,25-34,5,
App Download,2021-04-21,android,25-34,4,
App Download,2021-04-22,android,25-34,3,
App Download,2021-04-23,android,25-34,3,
App Download,2021-04-24,android,25-34,4,
App Download,2021-04-25,android,25-34,2,
App Download,2021-04-26,android,25-34,1,
App Download,2021-04-27,android,25-34,6,
App Download,2021-04-29,android,25-34,1,
App Download,2021-04-30,android,25-34,2,
App Download,2021-05-02,android,25-34,4,
App Download,2021-05-03,android,25-34,3,
App Download,2021-05-04,android,25-34,2,
App Download,2021-05-05,android,25-34,2,
App Download,2021-05-06,android,25-34,5,
App Download,2021-05-07,android,25-34,4,
